NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RBBP8	1	Rbbp8	
LSP1	1	Lsp1	
ADARB1	1	Adarb1	
ITGB1	1	Itgb1	
LDLRAD4	1	Ldlrad4	
HIPK2	1	Hipk2	
TEX2	1	Tex2	
CCDC50	1	Ccdc50	
ABLIM3	1	Ablim3	
RIC1	1	Ric1	
TTC39C	1	Ttc39c	
LMNB1	1	Lmnb1	
NUP98	1	Nup98	
REEP3	1	Reep3	
EPRS1	1	Eprs	
RNF125	1	Rnf125	
SPTY2D1	1	Spty2d1	
TRERF1	1	Trerf1	
FNBP1	1	Fnbp1	
HIVEP3	1	Hivep3	
RAB11FIP1	1	Rab11fip1	
NDRG1	1	Ndrg1	
SLC4A7	1	Slc4a7	
OAZ1	1	Oaz1	
TSPAN5	1	Tspan5	
HIP1	1	Hip1	
PMAIP1	1	Pmaip1	
CYTH4	1	Cyth4	
SLC38A1	1	Slc38a1	
NTRK3	1	Ntrk3	
EML4	1	Eml4	
SLC7A1	1	Slc7a1	
BCL2L1	1	Bcl2l1	
SPAG9	1	Spag9	
CD80	1	Cd80	
COX7C	1	Cox7c	
RGS16	1	Rgs16	
SRGAP3	1	Srgap3	
SMAP1	1	Smap1	
ARPC1B	1	Arpc1b	
IFITM2	1	Ifitm2	
IRAG2	1	Lrmp	
FAM107B	1	Fam107b	
SH3RF1	1	Sh3rf1	
CCL5	1	Ccl5	
COX6C	1	Cox6c	
ANP32A	1	Anp32a	
PODNL1	1	Podnl1	
ARPC3	1	Arpc3	
CPD	1	Cpd	
JUND	1	Jund	
ZEB2	1	Zeb2	
S100A13	1	S100a13	
TXN	1	Txn1	
ELK3	1	Elk3	
CHKA	1	Chka	
COX8A	1	Cox8a	
PMEPA1	1	Pmepa1	
SS18	1	Ss18	
IFITM3	1	Ifitm3	
CD83	1	Cd83	
SIK2	1	Sik2	
STAT5A	1	Stat5a	
ITGB8	1	Itgb8	
PDE4D	1	Pde4d	
TBX21	1	Tbx21	
RNH1	1	Rnh1	
CAPNS1	1	Capns1	
GALNT2	1	Galnt2	
TOB2	1	Tob2	
PKP3	1	Pkp3	
PLEKHO1	1	Plekho1	
PNRC1	1	Pnrc1	
NSD2	1	Nsd2	
PFKP	1	Pfkp	
PRDX2	1	Prdx2	
SHLD1	1	Shld1	
AOPEP	1	Aopep	
H1-0	1	H1f0	
CDC14A	1	Cdc14a	
LDHA	1	Ldha	
GCH1	1	Gch1	
RNF216	1	Rnf216	
GFOD1	1	Gfod1	
SGIP1	1	Sgip1	
CEP43	1	Fgfr1op	
VGLL4	1	Vgll4	
STK39	1	Stk39	
ANKRD12	1	Ankrd12	
JARID2	1	Jarid2	
AEBP2	1	Aebp2	
LCLAT1	1	Lclat1	
VDR	1	Vdr	
PTPN11	1	Ptpn11	
PIM1	1	Pim1	
ISY1	1	Isy1	
GNAS	1	Gnas	
PLSCR1	1	Plscr1	
SDF4	1	Sdf4	
GNG2	1	Gng2	
CALM3	1	Calm3	
VPS54	1	Vps54	
PHLPP1	1	Phlpp1	
SLC3A2	1	Slc3a2	
IER2	1	Ier2	
ID2	1	Id2	
PRICKLE1	1	Prickle1	
MRPS6	1	Mrps6	
DUSP14	1	Dusp14	
ZBTB1	1	Zbtb1	
PRKAR1A	1	Prkar1a	
BAZ1A	1	Baz1a	
PPP1R16B	1	Ppp1r16b	
TPI1	1	Tpi1	
CYFIP1	1	Cyfip1	
TTC39B	1	Ttc39b	
TRAF1	1	Traf1	
IKZF2	1	Ikzf2	
TMSB10	1	Tmsb10	
SSR4	1	Ssr4	
CHP1	1	Chp1	
CERK	1	Cerk	
MPC1	1	Mpc1	
EHD4	1	Ehd4	
CMIP	1	Cmip	
SH2D2A	1	Sh2d2a	
CLASP2	1	Clasp2	
ATL3	1	Atl3	
PPP1CC	1	Ppp1cc	
AREG	1	Areg	
SYTL3	1	Sytl3	
LRRFIP2	1	Lrrfip2	
ATP5IF1	1	Atpif1	
IL1R1	1	Il1r1	
RAET1L	1	Raet1e	
SLC35D1	1	Slc35d1	
VAX2	1	Vax2	
MSI2	1	Msi2	
MYL6	1	Myl6	
LPXN	1	Lpxn	
IL1R2	1	Il1r2	
PDCD1LG2	1	Pdcd1lg2	
SLC25A3	1	Slc25a3	
RRBP1	1	Rrbp1	
TMEM256	1	Tmem256	
HSPA4L	1	Hspa4l	
NFAT5	1	Nfat5	
CLINT1	1	Clint1	
SLC29A1	1	Slc29a1	
CSTB	1	Cstb	
UBL5	1	Ubl5	
GSTP1	1	Gstp3	
SH2D1A	1	Sh2d1a	
CD81	1	Cd81	
SPN	1	Spn	
IER5L	1	Ier5l	
TNFRSF18	1	Tnfrsf18	
OTUD7B	1	Otud7b	
SFR1	1	Sfr1	
CRLF2	1	Crlf2	
UBE2Q2	1	Ube2q2	
ATP5MK	1	Atp5md	
ST3GAL3	1	St3gal3	
ACSBG1	1	Acsbg1	
EMP1	1	Emp1	
KRAS	1	Kras	
TAGLN2	1	Tagln2	
BTG2	1	Btg2	
ZAP70	1	Zap70	
PTPN1	1	Ptpn1	
SELENOS	1	Selenos	
TJP2	1	Tjp2	
CERT1	1	Col4a3bp	
AHR	1	Ahr	
FXYD5	1	Fxyd5	
SUSD3	1	Susd3	
P2RX7	1	P2rx7	
FBXO11	1	Fbxo11	
ARHGAP26	1	Arhgap26	
CHSY1	1	Chsy1	
GNB2	1	Gnb2	
SLC1A5	1	Slc1a5	
CERS4	1	Cers4	
HOMER1	1	Homer1	
EHD1	1	Ehd1	
CDK6	1	Cdk6	
GNAI2	1	Gnai2	
KLF4	1	Klf4	
ZMIZ1	1	Zmiz1	
CD101	1	Cd101	
ATAD2	1	Atad2	
ATP5F1E	1	Atp5e	
SIK1	1	Sik1	
LTA	1	Lta	
UBB	1	Ubb	
COTL1	1	Cotl1	
SYT11	1	Syt11	
COX5B	1	Cox5b	
CCDC28B	1	Ccdc28b	
BMPR2	1	Bmpr2	
PDE4B	1	Pde4b	
NFIL3	1	Nfil3	
C15orf48	1	AA467197	
CSNK1G3	1	Csnk1g3	
GPR132	1	Gpr132	
IL18RAP	1	Il18rap	
DR1	1	Dr1	
PTPRS	1	Ptprs	
SERF2	1	Serf2	
SEC61G	1	Sec61g	
ATP10A	1	Atp10a	
BATF	1	Batf	
TG	1	Tg	
COX6B1	1	Cox6b1	
SCYL2	1	Scyl2	
XYLT1	1	Xylt1	
ATP2B1	1	Atp2b1	
FAM20A	1	Fam20a	
ATF6	1	Atf6	
RGCC	1	Rgcc	
IRS2	1	Irs2	
ZFAND5	1	Zfand5	
DST	1	Dst	
MXD4	1	Mxd4	
CDC25B	1	Cdc25b	
HMGB1	1	Hmgb1	
HNRNPLL	1	Hnrnpll	
MCM6	1	Mcm6	
PGAM1	1	Pgam1	
CMTM7	1	Cmtm7	
CST3	1	Cst3	
CWC25	1	Cwc25	
BAG1	1	Bag1	
TSHZ2	1	Tshz2	
CORO2A	1	Coro2a	
MAPRE2	1	Mapre2	
IRF4	1	Irf4	
HMGB2	1	Hmgb2	
ANGPTL2	1	Angptl2	
FAM162A	1	Fam162a	
ATOX1	1	Atox1	
HIVEP2	1	Hivep2	
PHLDA1	1	Phlda1	
ECH1	1	Ech1	
CTSD	1	Ctsd	
PPP2R3A	1	Ppp2r3a	
ARL6IP1	1	Arl6ip1	
RAC2	1	Rac2	
TSPAN3	1	Tspan3	
KCNQ5	1	Kcnq5	
MXD1	1	Mxd1	
PPFIBP1	1	Ppfibp1	
NUCB1	1	Nucb1	
TSPO	1	Tspo	
NSMAF	1	Nsmaf	
SMARCA5	1	Smarca5	
PRELID1	1	Prelid1	
ZYX	1	Zyx	
ELOB	1	Elob	
ATP5MG	1	Atp5l	
DGKZ	1	Dgkz	
EIF3H	1	Eif3h	
PKM	1	Pkm	
WDR26	1	Wdr26	
CXCR6	1	Cxcr6	
UNC119B	1	Unc119b	
DTL	1	Dtl	
AKT3	1	Akt3	
PTPN3	1	Ptpn3	
CEP112	1	Cep112	
WSB1	1	Wsb1	
UQCR10	1	Uqcr10	
HIP1R	1	Hip1r	
PTGER2	1	Ptger2	
HCST	1	Hcst	
UNC119	1	Unc119	
PLOD2	1	Plod2	
SESTD1	1	Sestd1	
GIMAP5	1	Gimap5	
UBR5	1	Ubr5	
IKZF3	1	Ikzf3	
SH3BGRL3	1	Sh3bgrl3	
UQCRH	1	Uqcrh	
TNFRSF13B	1	Tnfrsf13b	
P2RY10	1	P2ry10	
AP3B1	1	Ap3b1	
PRR5L	1	Prr5l	
SAT1	1	Sat1	
THAP12	1	Thap12	
ADORA2A	1	Adora2a	
GPX1	1	Gpx1	
LIN54	1	Lin54	
PAXBP1	1	Paxbp1	
CSRNP1	1	Csrnp1	
CD160	1	Cd160	
RELB	1	Relb	
FHL2	1	Fhl2	
SLC15A3	1	Slc15a3	
PLEKHA2	1	Plekha2	
LINC-PINT	1	Lncpint	
TNFAIP8	1	Tnfaip8	
CDKN1A	1	Cdkn1a	
CD3E	1	Cd3e	
NF1	1	Nf1	
CIRBP	1	Cirbp	
TSPAN2	1	Tspan2	
PGLYRP1	1	Pglyrp1	
ZFPM1	1	Zfpm1	
POU2F2	1	Pou2f2	
AP1S2	1	Ap1s2	
ATP5ME	1	Atp5k	
RTN3	1	Rtn3	
AP3S1	1	Ap3s1	
HECW2	1	Hecw2	
FTL	1	Ftl1	
MAST4	1	Mast4	
ERN1	1	Ern1	
DUT	1	Dut	
UBC	1	Ubc	
CD4	1	Cd4	
PCSK1	1	Pcsk1	
ARF5	1	Arf5	
COMT	1	Comt	
CHST2	1	Chst2	
RORC	1	Rorc	
CASP3	1	Casp3	
NDUFB1	1	Ndufb1-ps	
BBLN	1	1110008P14Rik	
CRTAM	1	Crtam	
CLIC4	1	Clic4	
FGF2	1	Fgf2	
GABARAP	1	Gabarap	
SERPINB1	1	Serpinb1a	
CLIC1	1	Clic1	
UBE2M	1	Ube2m	
CALM2	1	Calm2	
CD38	1	Cd38	
OGT	1	Ogt	
RPL38	1	Rpl38	
MAPKAPK2	1	Mapkapk2	
PKP4	1	Pkp4	
APRT	1	Aprt	
GRIK4	1	Grik4	
HILPDA	1	Hilpda	
MRPL52	1	Mrpl52	
ATP5F1D	1	Atp5d	
CDK11B	1	Cdk11b	
AFF1	1	Aff1	
SGMS1	1	Sgms1	
MIF4GD	1	Mif4gd	
CTNNA1	1	Ctnna1	
EIF1	1	Eif1	
ACVR2A	1	Acvr2a	
HINT1	1	Hint1	
HCLS1	1	Hcls1	
STAT5B	1	Stat5b	
PPP1CA	1	Ppp1ca	
SEC11C	1	Sec11c	
ALDOA	1	Aldoa	
GRINA	1	Grina	
SDCBP2	1	Sdcbp2	
PHF6	1	Phf6	
TCF4	1	Tcf4	
CARD19	1	Card19	
PBX3	1	Pbx3	
GYPC	1	Gypc	
SIRT2	1	Sirt2	
GLDC	1	Gldc	
WNK1	1	Wnk1	
TET2	1	Tet2	
ADAM19	1	Adam19	
CPM	1	Cpm	
GOT1	1	Got1	
CYTH3	1	Cyth3	
CEMIP2	1	Cemip2	
HPCAL1	1	Hpcal1	
RAD51B	1	Rad51b	
COX7A2	1	Cox7a2	
SLC25A24	1	Slc25a24	
BRAF	1	Braf	
ATP5MF	1	Atp5j2	
SLC25A4	1	Slc25a4	
HADHA	1	Hadha	
VASP	1	Vasp	
CST7	1	Cst7	
SNRPG	1	Snrpg	
POLD4	1	Pold4	
ETV6	1	Etv6	
HMOX2	1	Hmox2	
ATP6V0C	1	Atp6v0c	
TNF	1	Tnf	
MFSD14A	1	Mfsd14a	
WDFY1	1	Wdfy1	
UBALD2	1	Ubald2	
GALM	1	Galm	
B3GNT2	1	B3gnt2	
GABARAPL2	1	Gabarapl2	
MAP1LC3B2	1	Map1lc3b	
FNDC3A	1	Fndc3a	
PSMD8	1	Psmd8	
B4GALT1	1	B4galt1	
STK24	1	Stk24	
SMIM3	1	Smim3	
BCL7C	1	Bcl7c	
YBX1	1	Ybx1	
NDUFB8	1	Ndufb8	
KDM6B	1	Kdm6b	
ITGA3	1	Itga3	
MARCKSL1	1	Marcksl1	
DHRS3	1	Dhrs3	
APAF1	1	Apaf1	
BCL6	1	Bcl6	
BCLAF3	1	Bclaf3	
ATP5MJ	1	Atp5mpl	
LNX2	1	Lnx2	
THY1	1	Thy1	
KLRD1	1	Klrd1	
DAP	1	Dap	
CARNMT1	1	Carnmt1	
ATXN7L1	1	Atxn7l1	
SQSTM1	1	Sqstm1	
SEC61B	1	Sec61b	
NFKBID	1	Nfkbid	
SOCS2	1	Socs2	
GSAP	1	Gsap	
SPOCK2	1	Spock2	
FNIP1	1	Fnip1	
CSNK2B	1	Csnk2b	
POLR1D	1	Polr1d	
BMAL1	1	Arntl	
CHST12	1	Chst12	
GLIPR2	1	Glipr2	
EIF5A	1	Eif5a	
NDUFA2	1	Ndufa2	
SLC5A3	1	Slc5a3	
EIF3C	1	Eif3c	
HOPX	1	Hopx	
LAMP2	1	Lamp2	
TMEM258	1	Tmem258	
DGKG	1	Dgkg	
OPTN	1	Optn	
SYNGR2	1	Syngr2	
GPR160	1	Gpr160	
APLP2	1	Aplp2	
MACROH2A1	1	H2afy	
CSNK1A1	1	Csnk1a1	
CPLANE1	1	Cplane1	
DIAPH3	1	Diaph3	
AXL	1	Axl	
INPP4B	1	Inpp4b	
SLBP	1	Slbp	
GPM6B	1	Gpm6b	
UTY	1	Uty	
PABPN1	1	Pabpn1	
TWSG1	1	Twsg1	
CD5	1	Cd5	
IL23R	1	Il23r	
SUB1	1	Sub1	
TMEM64	1	Tmem64	
NFKBIL1	1	Nfkbil1	
MIDN	1	Midn	
VPS29	1	Vps29	
SMDT1	1	Smdt1	
C19orf53	1	D8Ertd738e	
CELF2	1	Celf2	
PLP2	1	Plp2	
ENO1	1	Eno1	
PRDX6	1	Prdx6	
HACD3	1	Hacd3	
CDK17	1	Cdk17	
HNRNPL	1	Hnrnpl	
ANP32E	1	Anp32e	
NIPAL1	1	Nipal1	
ZC3HAV1	1	Zc3hav1	
UQCRQ	1	Uqcrq	
MYO1G	1	Myo1g	
RNF157	1	Rnf157	
BSG	1	Bsg	
SSBP4	1	Ssbp4	
CD28	1	Cd28	
RNF10	1	Rnf10	
RAP1A	1	Rap1a	
ABHD2	1	Abhd2	
MAP2K3	1	Map2k3	
BTBD9	1	Btbd9	
GOLM1	1	Golm1	
CENPA	1	Cenpa	
CCR4	1	Ccr4	
DNAJB6	1	Dnajb6	
GABARAPL1	1	Gabarapl1	
PPME1	1	Ppme1	
CDC42	1	Cdc42	
ADAM9	1	Adam9	
ETFB	1	Etfb	
RNF19A	1	Rnf19a	
RRAD	1	Rrad	
DENND4C	1	Dennd4c	
CHPT1	1	Chpt1	
VAMP5	1	Vamp5	
ABHD12	1	Abhd12	
ATP1A1	1	Atp1a1	
ARF6	1	Arf6	
AP2S1	1	Ap2s1	
CRYBG1	1	Crybg1	
PICALM	1	Picalm	
ATP6V1F	1	Atp6v1f	
PSMB1	1	Psmb1	
CSNK1D	1	Csnk1d	
TMSB4X	1	Tmsb4x	
NEAT1	1	Neat1	
CHN2	1	Chn2	
DENND5A	1	Dennd5a	
MATK	1	Matk	
GNA15	1	Gna15	
PPIB	1	Ppib	
PFDN5	1	Pfdn5	
BTF3	1	Btf3	
PGLS	1	Pgls	
LCP1	1	Lcp1	
ITM2C	1	Itm2c	
TMEM123	1	Tmem123	
CD3D	1	Cd3d	
BDH2	1	Bdh2	
SERINC3	1	Serinc3	
MYO10	1	Myo10	
SH3BGRL	1	Sh3bgrl	
TMEM160	1	Tmem160	
HSPA5	1	Hspa5	
POMP	1	Pomp	
PTPN7	1	Ptpn7	
TNFSF8	1	Tnfsf8	
PIM3	1	Pim3	
TOMM6	1	Tomm6	
STK38L	1	Stk38l	
EGLN3	1	Egln3	
LPGAT1	1	Lpgat1	
COX5A	1	Cox5a	
NDUFB7	1	Ndufb7	
CD3G	1	Cd3g	
ZFP36L1	1	Zfp36l1	
GTF2IRD1	1	Gtf2ird1	
TPM3	1	Tpm3	
RHOQ	1	Rhoq	
NOTCH2	1	Notch2	
ARIH1	1	Arih1	
FIS1	1	Fis1	
ARPC5	1	Arpc5	
NTAQ1	1	Wdyhv1	
CIAPIN1	1	Ciapin1	
PEBP1	1	Pebp1	
DCTN2	1	Dctn2	
NDUFA13	1	Ndufa13	
ACOT7	1	Acot7	
USP38	1	Usp38	
USP9X	1	Usp9x	
IPMK	1	Ipmk	
EIF3F	1	Eif3f	
NPTN	1	Nptn	
AP2M1	1	Ap2m1	
GTPBP1	1	Gtpbp1	
NOL7	1	Nol7	
GNG10	1	Gng10	
HK2	1	Hk2	
RUNX1	1	Runx1	
RNF11	1	Rnf11	
SAP18	1	Sap18	
MED13	1	Med13	
TENT5A	1	Tent5a	
BIRC2	1	Birc2	
UBE2B	1	Ube2b	
JOSD1	1	Josd1	
SLC9B2	1	Slc9b2	
GNAQ	1	Gnaq	
IFNG	1	Ifng	
KPNA1	1	Kpna1	
FTH1	1	Fth1	
RPSA	1	Rpsa	
TBCB	1	Tbcb	
SRP14	1	Srp14	
GPSM3	1	Gpsm3	
ADIPOR2	1	Adipor2	
AZIN1	1	Azin1	
DCTN4	1	Dctn4	
UFC1	1	Ufc1	
INTS7	1	Ints7	
SMS	1	Sms	
PLK3	1	Plk3	
KLHDC2	1	Klhdc2	
TOMM7	1	Tomm7	
MIB1	1	Mib1	
NDUFA1	1	Ndufa1	
TSC22D2	1	Tsc22d2	
SEM1	1	Sem1	
AKR1A1	1	Akr1a1	
ATP5F1A	1	Atp5a1	
CAPZB	1	Capzb	
SRPK2	1	Srpk2	
STMP1	1	1810058I24Rik	
AIM2	1	Aim2	
PTPRCAP	1	Ptprcap	
LRRFIP1	1	Lrrfip1	
CENPB	1	Cenpb	
UQCR11	1	Uqcr11	
CITED2	1	Cited2	
RPS21	1	Rps21	
VDAC1	1	Vdac1	
GOLPH3	1	Golph3	
LIG1	1	Lig1	
LAMTOR4	1	Lamtor4	
GABPB1	1	Gabpb1	
ZBTB38	1	Zbtb38	
NFKB2	1	Nfkb2	
ATRX	1	Atrx	
FAAH	1	Faah	
RASSF1	1	Rassf1	
MAP4K4	1	Map4k4	
TMA7	1	Tma7	
P4HB	1	P4hb	
LRP10	1	Lrp10	
NDUFV3	1	Ndufv3	
FAR1	1	Far1	
EFHD2	1	Efhd2	
PCMT1	1	Pcmt1	
NEK7	1	Nek7	
LGALSL	1	Lgalsl	
TMEM65	1	Tmem65	
AHI1	1	Ahi1	
RWDD1	1	Rwdd1	
SLC16A6	1	Slc16a6	
PPP2R2D	1	Ppp2r2d	
PPP1CB	1	Ppp1cb	
TXNL1	1	Txnl1	
TXNDC17	1	Txndc17	
MAP3K5	1	Map3k5	
UBE2J1	1	Ube2j1	
ROMO1	1	Romo1	
RTN4	1	Rtn4	
SMG6	1	Smg6	
RPS26	1	Rps26	
AQP3	1	Aqp3	
SERPINB6	1	Serpinb6a	
CXCR3	1	Cxcr3	
ALPK2	1	Alpk2	
SLC38A2	1	Slc38a2	
PBXIP1	1	Pbxip1	
ELOVL5	1	Elovl5	
CHD4	1	Chd4	
GLS	1	Gls	
RPL24	1	Rpl24	
PLEKHB2	1	Plekhb2	
ERGIC1	1	Ergic1	
RPL37	1	Rpl37	
MIER1	1	Mier1	
RHEB	1	Rheb	
SH3GL3	1	Sh3gl3	
TMED9	1	Tmed9	
PEAK1	1	Peak1	
VCL	1	Vcl	
COX4I1	1	Cox4i1	
PPP1R15A	1	Ppp1r15a	
TMBIM4	1	Tmbim4	
TRIM8	1	Trim8	
FRYL	1	Fryl	
VDAC2	1	Vdac2	
SEC24D	1	Sec24d	
GRK5	1	Grk5	
ABCB1	1	Abcb1b	
TNFRSF25	1	Tnfrsf25	
DNAJC8	1	Dnajc8	
MGLL	1	Mgll	
SRGAP2	1	Srgap2	
SRI	1	Sri	
LARP1B	1	Larp1b	
TLN1	1	Tln1	
PRNP	1	Prnp	
TRIB1	1	Trib1	
DBI	1	Dbi	
SYAP1	1	Syap1	
RNF19B	1	Rnf19b	
TMEM126A	1	Tmem126a	
ANXA5	1	Anxa5	
GATAD2A	1	Gatad2a	
UBXN1	1	Ubxn1	
LUC7L2	1	Luc7l2	
KHDRBS1	1	Khdrbs1	
XBP1	1	Xbp1	
RIN2	1	Rin2	
YPEL2	1	Ypel2	
GOLIM4	1	Golim4	
KLF10	1	Klf10	
CEP250	1	Cep250	
CETN2	1	Cetn2	
DIPK2A	1	Dipk2a	
SNX18	1	Snx18	
NAP1L1	1	Nap1l1	
RPL34	1	Rpl34	
LAPTM5	1	Laptm5	
WWP2	1	Wwp2	
RASSF3	1	Rassf3	
SOAT1	1	Soat1	
ABHD17A	1	Abhd17a	
MAST2	1	Mast2	
PGK1	1	Pgk1	
SIGIRR	1	Sigirr	
SYNJ2	1	Synj2	
LMBRD1	1	Lmbrd1	
DYNLL2	1	Dynll2	
SNX25	1	Snx25	
METTL26	1	Mettl26	
ATP9B	1	Atp9b	
AR	1	Ar	
PER1	1	Per1	
ITPRIPL2	1	Itpripl2	
TIGIT	1	Tigit	
ZSWIM4	1	Zswim4	
TFDP2	1	Tfdp2	
CKS2	1	Cks2	
IQGAP1	1	Iqgap1	
SENP1	1	Senp1	
RPL39	1	Rpl39	
MIR155HG	1	Mir155hg	
TCF25	1	Tcf25	
ESD	1	Esd	
MLF2	1	Mlf2	
TEC	1	Tec	
DOT1L	1	Dot1l	
HSPA4	1	Hspa4	
B9D2	1	B9d2	
PTBP1	1	Ptbp1	
NUDT4	1	Nudt4	
MAP3K8	1	Map3k8	
UBE2J2	1	Ube2j2	
RGS3	1	Rgs3	
HVCN1	1	Hvcn1	
TSHZ1	1	Tshz1	
AFF4	1	Aff4	
ZC3H13	1	Zc3h13	
FUCA1	1	Fuca1	
ACADS	1	Acads	
PFDN1	1	Pfdn1	
AGBL1	1	Agbl1	
SIN3B	1	Sin3b	
KIAA1671	1	2900026A02Rik	
HMCES	1	Hmces	
TIMM17B	1	Timm17b	
RIPK2	1	Ripk2	
INCENP	1	Incenp	
COPS6	1	Cops6	
VPS37A	1	Vps37a	
